(-0.9999862145,-0.005296672942)
(0.4602226005,-0.887803477)
(0.3823302348,-0.9240256198)
(0.5025804351,-0.8645302818)
(0.5256115922,-0.8507245097)
(-0.9813823098,-0.192065728)
(-0.9344276415,-0.3561536668)
(-0.9079204888,-0.4191429995)
(-0.970251154,-0.2421015714)
(-0.7238376129,-0.6899706234)
(-0.8514156353,-0.5244919785)
(-0.813604866,-0.581418552)
(-0.6906269652,-0.7232114353)
(0.3118398935,-0.9501345888)
(0.3922330445,-0.9198658279)
(0.2256588607,-0.9742063753)
(0.1818472009,-0.9833267641)
(-0.3768708088,-0.9262659815)
(-0.1971457972,-0.9803742831)
(-0.543319109,-0.8395264511)
(-0.2494880023,-0.9683779854)
(-0.4260493421,-0.9047000589)
(-0.0730673078,-0.997327076)
(-0.5821563111,-0.8130770776)
(0.007425943501,-0.9999724263)
(-0.1264983929,-0.9919668547)
(0.05215710277,-0.9986389068)
(0.9649658009,-0.2623748753)
(0.9649658131,-0.2623748012)
(0.9246060083,-0.3809243051)
(0.9211593843,-0.3891849879)
(0.7904061432,-0.6125828349)
(0.8652936426,-0.5012648952)
(0.8697457051,-0.4934997673)
(-0.5881485055,0.808753136)
(-0.7323539322,0.680924427)
(-0.4790203323,0.87780392)
(-0.6346134956,0.7728298446)
(-0.3065518767,0.9518540082)
(-0.2534867486,0.9673389363)
(-0.4266610002,0.9044117477)
(-0.1232839693,0.992371459)
(0.06432706473,0.9979288524)
(-0.06825997383,0.9976676012)
(0.1163215379,0.9932116135)
(0.2496719455,0.9683304431)
(0.6931766034,-0.7207679581)
(0.7322241332,-0.6810639159)
(0.8465934057,-0.5322403517)
(0.8144117966,-0.5802875132)
(0.4262211691,0.9046189155)
(0.2998690681,0.9539803373)
(0.5877551577,0.8090387728)
(0.4765290777,0.8791586565)
(0.931138214,-0.3646665935)
(0.9085018057,-0.4178810578)
(0.9700268262,-0.2429979259)
(0.9828801666,-0.1842461001)
(0.7285832198,0.6849571718)
(0.7682224719,0.6401828634)
(0.6324192707,0.7746261896)
(0.8437442026,0.5367453628)
(0.9983481677,-0.05745362257)
(0.9291810785,0.3696246695)
(0.9911118025,0.1330312648)
(0.9818840555,0.1894825398)
(0.9487950663,0.3158920941)
(0.8743184628,0.4853525407)
(0.9999964314,0.002665174641)
(-0.04580734785,0.9989504128)
(-0.185996154,0.9825506789)
(-0.3731287994,0.9277798143)
(-0.4188287191,0.9080654857)
(-0.2364859069,0.9716350809)
(0.450981678,-0.8925333655)
(0.4965169414,-0.868027204)
(0.2710892228,-0.9625544127)
(0.3230693056,-0.9463754901)
(0.6119118195,-0.7909261308)
(0.739965491,-0.672644942)
(0.7808466734,-0.6247228426)
(0.6519794577,-0.7582367681)
(-0.7238777965,0.6899286151)
(-0.5444947531,0.8387645841)
(-0.6785998411,0.7345085886)
(-0.5855534056,0.810634125)
(-0.8014397139,0.5980761195)
(-0.9021940575,0.4313311545)
(-0.9273084,0.3742990505)
(-0.8378050016,0.5459701125)
(0.4017421183,-0.9157529896)
(0.3444537786,-0.9388034136)
(0.03573853606,-0.9993613776)
(0.1683387637,-0.9857293703)
(0.2183057289,-0.9758805919)
(-0.998422822,0.05614782352)
(-0.9999812647,0.006176762175)
(-0.9684006158,0.2494011984)
(-0.9820545963,0.1885985753)
(-0.3347434873,-0.9423095652)
(-0.2087764279,-0.977963633)
(-0.01518711951,-0.9998848633)
(-0.1480395649,-0.9889816625)
(-0.3922450363,-0.9198610473)
(-0.5530453056,-0.8331515223)
(-0.6584065184,-0.7526629092)
(-0.5090496355,-0.8607374814)
(-0.7853857455,-0.6190071351)
(-0.984309481,-0.1764525705)
(-0.6965905097,-0.7174693455)
(-0.8220798834,-0.5693727324)
(-0.9127089402,-0.408611117)
(-0.8857605184,-0.4641432318)
(-0.9918983986,-0.1270365251)
(-0.935652414,-0.3529238071)
(-0.9719015774,-0.2353890179)
(-0.9559681247,-0.2934715662)
(0.1465708421,0.9892002358)
(0.005838544741,0.9999831041)
(0.1991546302,0.9799681864)
(0.3169760305,0.9484335746)
(0.4776500882,0.8785501323)
(0.3671412678,0.9301652571)
(0.6373186918,0.7706002554)
(0.530368272,0.8477673728)
(0.7733126483,0.6340246951)
(0.804821475,0.5935168479)
(0.876488873,0.4814218319)
(0.6831523666,0.7302758146)
(0.992180452,0.1248101901)
(0.9672290143,0.2539050414)
(0.9000328946,0.4358217191)
(0.9499232052,0.3124828867)
(0.9979495795,0.06400252342)
(0.9458180469,-0.3246963011)
(0.8695777886,-0.4937954479)
(0.9802424455,-0.1977985975)
(0.9243682686,-0.3815007621)
(0.9928680992,-0.1192165888)
(0.997720327,-0.06748132027)
(0.9664307971,-0.2569262377)
(0.7634178528,-0.6459045021)
(0.8380056815,-0.5456610521)
(0.63092492,-0.7758435378)
(0.7235434641,-0.6902784613)
(0.4767038331,-0.8790636298)
(0.4243655855,-0.9054906444)
(0.5835379035,-0.8120855803)
(0.3012334877,-0.953550098)
(0.1148168795,-0.9933863458)
(0.2448314387,-0.9695653579)
(-0.07556209572,-0.9971407643)
(0.06237330906,-0.9980525816)
(-0.263201314,-0.9647405578)
(-0.4370414844,-0.8994409408)
(-0.3149443437,-0.9491097698)
(-0.1279393999,-0.9917816504)
(-0.5958105025,-0.8031245654)
(-0.4850022361,-0.8745124784)
(-0.7340801858,-0.6790622314)
(-0.6428339975,-0.7660050056)
(-0.09583659517,0.9953974997)
(-0.2261759676,0.9740868646)
(-0.04102719159,0.9991584547)
(0.09185633605,0.9957726955)
(0.4510360249,0.8925061359)
(0.3297761353,0.9440595937)
(0.2763132623,0.9610680301)
(0.146403086,0.989225446)
(-0.9964877149,0.08373723598)
(-0.9635354825,0.2675803287)
(-0.9904409197,0.1379363154)
(-0.9988602469,-0.04772540979)
(-0.8719604456,0.4895762796)
(-0.8969711294,0.4420891229)
(-0.7978240107,0.6028905723)
(-0.9475154542,0.3197096264)
(-0.6284560726,0.7778452762)
(-0.5204693151,0.8538806788)
(-0.6702047213,0.7421765124)
(-0.7643288636,0.6448267281)
(-0.4728149373,0.8811620169)
(-0.2976200248,0.9546847318)
(-0.1723402319,0.9850378681)
(-0.3525702912,0.9357856722)
(-0.9323684995,-0.3615083096)
(-0.7734264355,-0.6338854313)
(-0.876879263,-0.4807098452)
(-0.8470167629,-0.5315654475)
(-0.9839644125,-0.1783629783)
(-0.9999766066,0.006798495868)
(-0.9921091748,-0.125374104)
(-0.9520577762,-0.3059169904)
(-0.7313159383,0.6820388593)
(-0.8458834294,0.5333678224)
(-0.7681484046,0.6402718805)
(-0.8739324085,0.4860475705)
(-0.9306515065,0.3659068883)
(-0.634973539,0.7725339119)
(-0.4785783717,0.87804486)
(-0.4298345134,0.9029076937)
(-0.5909850546,0.806682491)
(-0.9986203148,0.05251608686)
(-0.9696303306,0.24457611)
(-0.9085815727,0.4177080089)
(-0.9931694269,0.1166831266)
(-0.9563193132,0.2923249)
(-0.6911158656,0.7227442339)
(-0.7784929963,0.627653633)
(-0.8867661331,0.4622188646)
(-0.8169121416,0.5767624719)
(0.7848913699,-0.619633039)
(0.5102986939,-0.8599969669)
(0.6851649943,-0.7283875953)
(0.5923659856,-0.8056687562)
(0.6948825036,-0.7191229713)
(0.4791869358,-0.8777126594)
(0.3321773423,-0.9432167566)
(0.3905856987,-0.9205663463)
(0.3573826572,-0.9339578849)
(-0.9969914192,-0.07751489235)
(-0.9674302259,-0.2531386205)
(-0.9899348691,-0.141525232)
(-0.9514501136,-0.3078036871)
(0.2291455083,-0.9733920435)
(0.01637627978,-0.999865786)
(0.09678378187,-0.9953053499)
(0.2029276974,-0.9791935736)
(-0.7692720121,-0.6389216636)
(-0.8096117995,-0.5869659525)
(-0.8852499721,-0.4651159495)
(-0.9102932395,-0.4139644688)
(-0.6197081408,-0.7848324917)
(-0.5032825381,-0.8641219964)
(-0.1176144352,-0.9930592747)
(-0.4680775039,-0.8836875259)
(-0.3392660077,-0.9406905249)
(-0.03731995718,-0.9993033059)
(-0.3011107299,-0.9535892446)
(-0.210290677,-0.9776388924)
(-0.1707521484,-0.9853140299)
(-0.669963952,-0.7423937882)
(-0.9817173925,-0.1903453271)
(0.7958576571,-0.6054833712)
(0.8697458311,-0.4934994368)
(0.9649657051,-0.2623750057)
(0.9211593794,-0.3891849712)
(0.7765013964,-0.6301151604)
(0.9649658627,-0.2623746515)
(0.8607722442,-0.5089898688)
(-0.5396547383,0.8418865998)
(-0.6436486937,0.7653213253)
(-0.3760339203,0.9266060238)
(-0.4953146706,0.8687138197)
(-0.01609847668,0.9998704532)
(-0.1371316464,0.9905529212)
(-0.3275245361,0.9448428033)
(-0.1996470735,0.979867942)
(0.04731576516,0.9988800318)
(0.1679989244,0.9857871757)
(0.2395465537,0.9708848944)
(0.3531598492,0.9355629719)
(0.9543584219,-0.2986637298)
(0.9399184498,-0.3413990481)
(0.8515039395,-0.5243482839)
(0.8828271943,-0.4696979988)
(0.6775902087,0.7354395839)
(0.4205448993,0.9072717062)
(0.5680329897,0.8230057385)
(0.5253219965,0.8509034508)
(0.9973164427,0.07321083933)
(0.9997829014,0.02083399614)
(0.986785652,-0.1620309701)
(0.9930888701,-0.1173645555)
(0.7142146098,0.6999266887)
(0.8362872879,0.5482913831)
(0.8051144991,0.5931192785)
(0.900639162,0.4345675556)
(0.923015661,0.3847621976)
(0.9776650597,0.2101687719)
(0.9653046577,0.2611259773)
(0.05919833793,0.9982464211)
(-0.1350100853,0.9908444379)
(-0.08595159343,0.9962995731)
(-0.3247213746,0.9458100043)
(-0.2504472536,0.9681305447)
(-0.5020872493,0.8648173116)
(-0.6133339514,0.7898241365)
(-0.4335564245,0.9011267844)
(-0.6412135758,0.7673628928)
(0.9165595295,-0.3998982619)
(0.8901021687,-0.4557610241)
(0.7929080005,-0.609341409)
(0.675043102,-0.7377783631)
(0.7042047458,-0.709997044)
(0.5184158302,-0.8551287704)
(0.5702078815,-0.8215005439)
(0.8168020906,-0.5769180028)
(0.6282186769,-0.7780368775)
(-0.7618386441,0.6477673612)
(-0.8729793828,0.4877578429)
(-0.7381627843,0.6746231883)
(-0.847768494,0.5303671616)
(-0.9345152091,0.3559242599)
(-0.9833371347,0.1817933262)
(-0.9509859227,0.3092353044)
(-0.9929869405,0.1182271419)
(0.4206131446,-0.9072401737)
(0.5768072254,-0.8168803472)
(0.2962108893,-0.9551226844)
(0.4646468995,-0.8854961327)
(0.2489619323,-0.9685133788)
(-0.07684979682,-0.9970428695)
(0.05405734221,-0.9985379764)
(0.1179351738,-0.9930214369)
(-0.9521220462,-0.3057192685)
(-0.9778353446,-0.2093769553)
(-0.9999148876,-0.01307426796)
(-0.9970079483,-0.07730312478)
(-0.739528511,-0.6731256788)
(-0.4394673592,-0.8982588393)
(-0.1405849815,-0.9900687945)
(-0.31676883,-0.9485029996)
(-0.2687177612,-0.9632191793)
(-0.9029330409,-0.4297819842)
(-0.5955496155,-0.8033188574)
(-0.6341561291,-0.7732053731)
(-0.4840393113,-0.8750465301)
(-0.8556418781,-0.5175688785)
(-0.7715898193,-0.6361208586)
(-0.8110405746,-0.5849904058)
(0.2511707208,0.9679429302)
(0.3003044644,0.9538435766)
(0.1083855126,0.9941091498)
(0.4232148794,0.906029433)
(0.5811098965,0.8138251267)
(0.6211823133,0.7836661721)
(0.4689600572,0.8832195057)
(0.7197178417,0.6942666716)
(0.83421063,0.5514458355)
(0.9249618695,0.3800597035)
(0.8603367927,0.509725985)
(0.7536215537,0.6573086015)
(0.9809262012,0.1943799055)
(0.9999269275,0.01207783105)
(0.9425441139,0.3340815604)
(0.9912999464,0.1316216435)
(0.9986718748,-0.05151960784)
(0.9853350106,-0.1706299823)
(0.899510471,-0.436898671)
(0.9517801173,-0.306780423)
(0.9755824313,-0.2196330524)
(0.9340234781,-0.3572111599)
(0.874874194,-0.4843498282)
(0.8039761669,-0.5946611358)
(0.6810939501,-0.7321956966)
(0.5349413649,-0.8448888925)
(0.6417005702,-0.7669549845)
(0.7710445927,-0.6367808277)
(0.370568482,-0.9288048539)
(0.489831242,-0.8718170055)
(0.313100812,-0.9497196392)
(0.1934614112,-0.981107598)
(0.009756813855,-0.9999520848)
(0.1331278383,-0.9910986014)
(-0.1813411188,-0.9834199179)
(-0.05041988067,-0.998727814)
(-0.8094486151,-0.5871899949)
(-0.3657671901,-0.9307059794)
(-0.4138251319,-0.9103560017)
(-0.2401770644,-0.9707287575)
(-0.5364994219,-0.8439002288)
(-0.6875502863,-0.7261361878)
(-0.5797960848,-0.8147611396)
(-0.7254125453,-0.6883137403)
(0.5003788847,0.8658069607)
(0.6527289958,0.7575918813)
(0.7472176663,0.6645796762)
(0.6098693129,0.7925023426)
(0.7827988414,0.6222751801)
(0.8849187655,0.465745661)
(0.9390323639,0.3438287299)
(0.8582424239,0.5132446906)
(0.9563628952,0.2921815102)
(0.999688576,-0.0249461189)
(0.9867413105,0.1623001223)
(0.9942354454,0.1072179737)
(0.9643700979,-0.2645557227)
(0.9967577658,-0.08045839614)
(0.920714197,-0.3902365892)
(0.9774180061,-0.2113135103)
(0.7131398937,-0.7010210804)
(0.7992546774,-0.6009917629)
(0.8979470022,-0.440102749)
(0.831574729,-0.5554120756)
(0.01390600031,0.9999037072)
(0.2016494607,0.9794581854)
(0.06713599245,0.9977442387)
(-0.1148334504,0.9933851229)
(0.5474564159,0.8368346396)
(0.4319349543,0.9019052197)
(0.3822009635,0.9240796598)
(0.2535242177,0.9673294709)
(-0.9814484216,0.1917251499)
(-0.9289978081,0.3700848205)
(-0.9981751795,0.06037939979)
(-0.9684018152,0.2493940813)
(-0.8444379941,0.5356531692)
(-0.7277818549,0.6858087339)
(-0.9055017288,0.4243421245)
(-0.8118117612,0.5839190546)
(-0.5848124838,0.8111686441)
(-0.6866094343,0.7270264518)
(-0.4208344616,0.9071376746)
(-0.5408276874,0.8411335086)
(-0.3719760624,0.9282425051)
(-0.188535739,0.9820665908)
(-0.2416647892,0.9703600719)
(-0.06176791187,0.9980908826)
(-0.9670842439,-0.2544547565)
(-0.9249894356,-0.3799916367)
(-0.9036918984,-0.4281822901)
(-0.8397029409,-0.5430451981)
(-0.9791437596,-0.2031664281)
(-0.9974024272,-0.07202488543)
(-0.9997955746,-0.02019793891)
(-0.9928619211,0.1192664667)
(-0.9493639071,0.3141787896)
(-0.9914718326,0.1303219602)
(-0.9999992108,-0.00133278946)
(-0.9826338413,0.1855555013)
(-0.9983602977,-0.05724492154)
(-0.9821358054,-0.188174118)
(-0.9296729755,-0.3683863205)
(-0.969862577,-0.2436532647)
(-0.7294955539,-0.6839858478)
(-0.9072488128,-0.4205947781)
(-0.8139455055,-0.5809415903)
(-0.8444588855,-0.5356207037)
(-0.5430605319,-0.839693806)
(-0.4274265364,-0.9040503092)
(-0.6910507544,-0.7228065314)
(-0.5888329759,-0.808254983)
(0.5219296077,-0.8529880002)
(0.4059584067,-0.9138910611)
(0.5695819962,-0.821933931)
(0.6728718853,-0.7397583951)
(-0.5267135615,0.8500428717)
(-0.6769928502,0.7359896267)
(-0.7181980189,0.6958388648)
(-0.8021933778,0.5970643896)
(-0.5740094049,0.8188487597)
(-0.8352019743,0.5499434652)
(-0.9227368594,0.3854308008)
(-0.9654457974,0.260604329)
(-0.8993368694,0.4372565843)
(-0.3060726734,0.9520081828)
(-0.1234806757,0.992347023)
(-0.06831636731,0.9976637501)
(-0.2535414078,0.9673245435)
(-0.3576874758,0.9338413771)
(-0.1775752856,0.9841072686)
(-0.2336957365,0.9723098312)
(-0.410000433,0.9120853791)
(0.06412925209,0.9979416745)
(0.3027437947,0.9530720734)
(0.2487828407,0.9685593897)
(0.1193153873,0.9928564591)
(0.5864138884,0.8100117484)
(0.425390487,0.905010046)
(0.4755069091,0.8797120992)
(0.6315184929,0.775360972)
(-0.9861671096,0.1657554898)
(-0.9897479401,-0.1428263378)
(-0.9994799001,0.03225429125)
(-0.9999133054,-0.01318305396)
(-0.9406584613,0.3393554086)
(-0.9150996262,0.4032283899)
(-0.9776191216,0.2103836624)
(-0.8555050841,0.5177948443)
(-0.6031355694,0.7976389305)
(-0.7033583145,0.7108357845)
(-0.8178789395,0.575390725)
(-0.7369085249,0.6759927691)
(0.8697457641,-0.493499549)
(0.9649655972,-0.262375175)
(0.9649659038,-0.26237457)
(0.8753112059,-0.4835595196)
(0.6753237334,-0.7375210585)
(0.4987062971,-0.8667707473)
(0.698094061,-0.7160057469)
(0.5183238673,-0.8551840959)
(0.3198693625,-0.9474613854)
(0.1877646797,-0.9822137807)
(-0.01047569813,-0.9999449814)
(0.2378489792,-0.9713019366)
(0.02369826973,-0.9997189579)
(0.2982010986,-0.954502764)
(0.08624987656,-0.9962733042)
(0.176563441,-0.9842890649)
(-0.9487162292,-0.3161294119)
(-0.8631437244,-0.5049585305)
(-0.8417145889,-0.5399229639)
(-0.9323837731,-0.3614703241)
(-0.1635316687,-0.9865379278)
(-0.1971458626,-0.9803740418)
(-0.5590028902,-0.8291657683)
(-0.2882807099,-0.9575459004)
(-0.7173210398,-0.6967429127)
(-0.4772203642,-0.8787836607)
(-0.3926432852,-0.9196907807)
(-0.6474669171,-0.762093616)
(-0.3768709767,-0.9262657606)
(-0.7452844082,-0.6667468036)
(-0.280088885,-0.9599739598)
(-0.8864696468,-0.462786908)
(-0.9952144072,-0.09771692662)
(-0.9196600993,-0.3927154703)
(-0.9807885133,-0.1950746468)
(-0.9628451901,-0.2700543467)
(0.5448565848,-0.8385289222)
(0.5256118015,-0.8507242013)
(0.7280359719,-0.6855386112)
(0.7201791257,-0.6937876418)
(0.5352691418,-0.8446812354)
(-0.4496442972,0.8932078749)
(-0.2669721778,0.9637043694)
(-0.5638595589,0.8258709249)
(-0.4080307268,0.9129683862)
(-0.07406463479,0.9972535204)
(0.1201419207,0.9927567795)
(-0.00488039082,0.9999881901)
(-0.2223056869,0.974977154)
(0.3098147114,0.9507969585)
(0.1885494658,0.9820637504)
(0.3436510807,0.9390974345)
(0.4662669135,0.8846440748)
(0.999705269,-0.02427490763)
(0.9961182292,-0.0880247898)
(0.9638555187,-0.2664253652)
(0.9784744663,-0.2063676984)
(0.4976349807,0.8673865433)
(0.6588940464,0.7522357177)
(0.7513525116,0.6599009674)
(0.6092656811,0.7929660992)
(0.9873374291,0.1586337046)
(0.8649668299,0.5018288784)
(0.7921493525,0.6103272002)
(0.9954485076,0.09530026442)
(0.9620236352,0.2729659038)
(0.9419148118,0.3358516719)
